,uri,acousticness,valence,danceability,energy,key,instrumentalness,liveness,loudness,speechiness,tempo,duration,h/s
42,spotify:track:0efT4YKQLQx2YHbp6vgRX8,0.427,0.58,0.446,0.533,7,3.26e-06,0.332,-5.955,0.046,183.81,222813,h
43,spotify:track:3JeT6Xcv6MlEHHylk8SKQ1,0.68,0.427,0.558,0.47,7,0.914,0.532,-5.5,0.0316,118.06,238640,h
44,spotify:track:3eeIdvZqXaffY0yVRgbGfQ,0.118,0.909,0.625,0.736,1,0.0,0.167,-8.658,0.0325,105.529,188453,h
45,spotify:track:0KlO835SZ6WZKHKsaCtqSh,0.751,0.747,0.388,0.59,6,0.0,0.25,-7.173,0.0565,155.208,133477,h
46,spotify:track:0qau061S9oIy7S5xHruwHA,0.327,0.757,0.484,0.869,9,0.000132,0.112,-3.778,0.0322,125.63,195160,h
47,spotify:track:0PHm9MrfZdEUasfd1XC0n2,0.0695,0.443,0.46,0.825,0,1.52e-05,0.337,-5.203,0.031,100.137,228587,h
48,spotify:track:1hWQvA6oGVJ2mAVsZ59AaV,0.267,0.128,0.699,0.579,1,0.00602,0.452,-6.504,0.0416,109.948,247613,h
49,spotify:track:2Tw3UUkpdPOVMVTwaZIucH,0.0976,0.548,0.655,0.838,0,6.06e-05,0.21,-7.065,0.0717,120.014,212960,h
50,spotify:track:45FrYVS9BScbfO8lujdsW0,0.484,0.706,0.637,0.864,8,0.0,0.222,-4.381,0.0468,99.995,214720,h
51,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,0.142,0.718,0.649,0.718,0,0.0713,0.124,-6.593,0.0261,101.034,274093,h
52,spotify:track:63YnmHKlutFFkgfFB0OcPU,0.149,0.441,0.416,0.696,3,0.000924,0.355,-9.783,0.0526,122.556,238427,h
53,spotify:track:7vGhzPya4P2IHVG7WtZADZ,0.0386,0.451,0.57,0.858,2,0.00222,0.316,-4.732,0.042,107.985,199853,h
54,spotify:track:7MUNNBJKYo3cdokp06wEOB,0.0964,0.489,0.728,0.673,5,6.94e-06,0.0695,-5.766,0.0318,127.995,214853,h
55,spotify:track:33faLM9uNVtibuZIb37MOV,0.467,0.444,0.479,0.79,4,0.713,0.155,-7.775,0.0352,111.023,241707,h
56,spotify:track:5HF5PRNJ8KGtbzNPPc93tG,0.104,0.289,0.52,0.655,3,0.00347,0.124,-6.516,0.0393,126.593,273853,h
57,spotify:track:0W4sXm430e78yQCgcvEXwp,0.0594,0.404,0.522,0.746,8,0.00103,0.257,-6.999,0.0422,102.093,220333,h
58,spotify:track:4brAByI9ZV7WOYDwT3yPaH,0.405,0.734,0.489,0.649,7,0.0,0.062,-6.041,0.0334,114.869,191635,h
59,spotify:track:5AqNpVjueURnEaMDzIrUl8,0.00463,0.504,0.787,0.704,6,0.451,0.0543,-6.46,0.0499,121.009,194230,h
60,spotify:track:2vcwh4UGbHy3gkhCEvBDMn,0.0694,0.641,0.749,0.699,5,0.0,0.124,-7.193,0.0469,123.965,211360,h
61,spotify:track:5rRDCbF97rcJW0ES9RhPhC,0.371,0.544,0.655,0.686,7,1.13e-06,0.113,-5.701,0.028,112.974,186109,h
62,spotify:track:0P3IyyiJecMoAX9Q4cbwHX,0.149,0.78,0.716,0.887,5,0.332,0.111,-7.738,0.0331,117.021,242000,h
63,spotify:track:08XjENEbgIDSYVNFikaqYH,0.561,0.87,0.761,0.542,4,1.53e-06,0.258,-5.256,0.0269,81.975,189907,h
64,spotify:track:5YVYVuNA44FT2yVxEXOw3r,0.326,0.385,0.703,0.549,0,0.00256,0.082,-9.731,0.0295,99.985,199743,h
65,spotify:track:3e5Ee5GrNzSnCt2laIDm3S,0.188,0.243,0.519,0.494,6,0.0,0.159,-5.399,0.0263,99.909,192827,h
66,spotify:track:7BgN5iMlbla6J4LpEDrFMn,0.245,0.41,0.602,0.771,3,0.0,0.107,-4.494,0.04,125.024,156360,h
67,spotify:track:0ErpHxNt1kTyCQGlh43wr1,0.413,0.605,0.492,0.7,8,0.00013,0.0996,-7.001,0.0437,110.741,253165,h
68,spotify:track:5HUynLdprJzINndFXcidfu,0.312,0.494,0.696,0.77,1,0.0,0.0503,-5.774,0.0556,128.053,192467,h
69,spotify:track:1QCuVVP4KWHCjRGWTVT9mz,0.00941,0.962,0.694,0.872,10,1.68e-05,0.0719,-3.799,0.0297,113.978,251000,h
70,spotify:track:2MLOncjh8xeA06oP7ELsRi,0.282,0.852,0.735,0.797,4,6.85e-06,0.125,-5.27,0.028,102.964,205120,h
71,spotify:track:7fKF4HdftIEt3lLAy3rDG6,0.673,0.377,0.648,0.564,5,0.0,0.115,-10.269,0.0682,92.958,215238,h
72,spotify:track:0iWUW8UNkmyUa8Aa6anow6,0.61,0.717,0.509,0.515,5,5.76e-05,0.0966,-9.442,0.0316,80.089,231760,h
73,spotify:track:588zNOzyZ0NbK8kMwYv5lO,0.647,0.135,0.521,0.22,9,0.00814,0.179,-10.202,0.0314,104.03,210507,h
74,spotify:track:3HdcqQpq7zb5GbEKBDY34p,0.0355,0.945,0.593,0.926,6,0.0582,0.311,-5.361,0.0319,100.011,184347,h
75,spotify:track:3bAgQ4fNuTVf98RtiVgKRv,0.00914,0.717,0.618,0.916,6,0.00023,0.204,-4.685,0.0651,123.969,250787,h
76,spotify:track:3qhobDAfBcVoOWZP8Ck8R2,0.613,0.566,0.664,0.573,5,0.000363,0.0857,-6.519,0.0277,76.023,160097,h
77,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,0.431,0.51,0.484,0.731,1,0.0,0.151,-6.694,0.0379,101.654,204280,h
78,spotify:track:2JSFoukATm26pxNGLfhAWe,0.438,0.5,0.764,0.541,7,0.0011,0.0707,-7.496,0.109,172.124,204000,h
79,spotify:track:6m2cCJT4K54P5nLfRLyJud,0.746,0.337,0.538,0.626,8,0.000383,0.198,-10.333,0.0426,120.971,207069,h
80,spotify:track:6XMYnm4OTEysN8blzqiCL9,0.331,0.779,0.787,0.689,11,0.0,0.114,-5.617,0.319,90.528,212347,h
81,spotify:track:6vyVxWBHLIqNdhy4IGz1LN,0.0237,0.694,0.52,0.883,1,0.249,0.205,-6.224,0.0316,96.499,166440,h
82,spotify:track:1a01Toe3uKNRhqLmW9x3Ar,0.861,0.752,0.593,0.374,4,0.134,0.255,-11.424,0.0672,138.592,207187,h
83,spotify:track:49YNXgHWiNSxz2wGtXCVZ7,0.0133,0.395,0.229,0.871,6,2.18e-06,0.266,-4.558,0.103,86.965,215653,h
84,spotify:track:0FkJp8j6TOpRWPCln1t9WB,0.18,0.177,0.705,0.504,10,0.00393,0.126,-11.33,0.0323,133.077,227947,h
85,spotify:track:1R4hG0ZP1PBrP14eeOhdB5,0.00549,0.826,0.511,0.813,0,0.00207,0.0969,-6.78,0.0357,121.801,184868,h
86,spotify:track:2rwPOgMZHP8mFAYneg8bvh,0.16,0.854,0.87,0.572,6,0.00282,0.0993,-7.667,0.039,119.98,198582,h
87,spotify:track:0GO8y8jQk1PkHzS31d699N,0.00847,0.371,0.56,0.936,3,0.0,0.161,-5.835,0.0439,112.96,218013,h
88,spotify:track:0PywzrV955BnXDC8FHAf0n,0.0579,0.745,0.563,0.727,6,7.59e-06,0.0937,-4.202,0.036,82.311,223120,h
89,spotify:track:3n69hLUdIsSa1WlRmjMZlW,0.096,0.286,0.616,0.656,5,0.000879,0.205,-7.298,0.0344,150.071,227080,h
90,spotify:track:0W4Kpfp1w2xkY3PrV714B7,0.794,0.353,0.685,0.466,0,2.06e-06,0.0915,-9.074,0.0304,79.936,163133,h
91,spotify:track:1Bj7N8qzv0KWCxvq4gfOTL,0.0694,0.592,0.559,0.754,5,7.14e-05,0.129,-4.877,0.0259,104.995,198613,h
92,spotify:track:5DLmPL4kE9TYd4VGrAXB0D,0.291,0.173,0.348,0.479,0,0.151,0.0988,-10.075,0.029,97.871,285347,h
93,spotify:track:7eI7Y41wcPfqzAxqv1jogS,0.765,0.225,0.441,0.283,2,0.0348,0.076,-9.092,0.0304,79.664,275628,h
94,spotify:track:5Z1U0knfYnsfvZycgDeOiC,0.239,0.273,0.762,0.387,10,0.00756,0.13,-8.643,0.0277,109.959,239147,h
95,spotify:track:1WXVfFRD89EtVURD4Tbixo,0.614,0.523,0.629,0.585,1,0.0725,0.129,-8.563,0.0269,102.984,253848,h
96,spotify:track:7DeJ8TdwgNpz6Un0SiskhX,0.334,0.164,0.402,0.476,0,0.0701,0.0947,-8.823,0.0289,86.06,282147,h
97,spotify:track:4NP9hWxULyB4OYoUMjazz1,0.175,0.476,0.539,0.831,4,0.00371,0.236,-5.025,0.0459,169.93,305500,h
98,spotify:track:6IG4Z0sKhLG7MaXOgPCaa8,0.264,0.525,0.688,0.834,7,0.251,0.0925,-5.515,0.0477,103.989,229093,h
99,spotify:track:1pRb7DlOyLPGcBJUJoAKOo,0.79,0.682,0.744,0.432,8,0.0135,0.111,-11.173,0.0383,123.933,206547,h
100,spotify:track:1xNknVNOolLB4oQeEtNBX2,0.107,0.797,0.736,0.669,1,0.0,0.224,-8.305,0.136,86.531,172023,h
101,spotify:track:6QTPacyXkZWG9FMwq6L1hJ,0.164,0.822,0.707,0.67,9,0.00283,0.109,-6.137,0.0323,112.993,223120,h
102,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,0.648,0.269,0.6,0.535,4,4.7e-06,0.162,-7.043,0.107,71.912,225133,h
103,spotify:track:518miTxc3a15X7HB8FgJUW,0.554,0.656,0.569,0.536,1,0.0,0.0655,-6.137,0.0819,173.695,209833,h
104,spotify:track:2iRniYXjMHKmwXqA2jYXP7,0.0311,0.612,0.871,0.341,3,0.000124,0.0838,-8.932,0.0576,127.001,173386,h
105,spotify:track:1tNJrcVe6gwLEiZCtprs1u,0.223,0.877,0.815,0.518,7,0.0,0.104,-6.594,0.0897,151.891,177667,h
106,spotify:track:2VvHa9p1kkTmaCMq0exODA,0.0578,0.927,0.756,0.815,6,2e-05,0.387,-5.122,0.046,120.002,192000,h
107,spotify:track:3akpDdQJUVckqG4r1bmR25,0.636,0.45,0.674,0.698,5,0.000176,0.172,-6.371,0.0288,105.975,221680,h
108,spotify:track:1lwvJQGhdq6Kyr4BBquf23,0.25,0.68,0.787,0.78,7,0.0,0.0908,-5.023,0.129,95.035,173206,h
109,spotify:track:3U2imIBWN0BnTS516Lhjfr,0.541,0.395,0.686,0.654,11,0.0,0.111,-6.73,0.0472,124.647,208644,h
110,spotify:track:1ggjVroSMZK4UQOy0QSCsq,0.012,0.562,0.686,0.834,1,1.43e-06,0.0838,-4.16,0.0356,124.033,181920,h
111,spotify:track:6xjxMWGsprmtUVMDaMhgH0,0.799,0.39,0.504,0.592,7,2.07e-06,0.174,-8.397,0.0301,146.182,182720,h
112,spotify:track:23KRFSsLa3UQ8FMY6KQ63i,0.00934,0.681,0.819,0.655,9,0.00016,0.292,-7.171,0.0487,120.01,172718,h
113,spotify:track:4ja2gzrNh9VNigzoXfmbwD,0.617,0.421,0.676,0.525,9,0.0,0.356,-5.88,0.028,112.011,210000,h
114,spotify:track:0JRNPoITcFcNSTRErs8moc,0.169,0.781,0.908,0.675,5,0.0603,0.0541,-6.122,0.0507,120.071,211547,h
115,spotify:track:1etiUDkISHELzQGMY79ryt,0.275,0.458,0.504,0.821,8,0.0,0.0418,-3.356,0.0598,155.131,201799,h
116,spotify:track:2HXWTuHE8NZgK7ZmCVBTHX,0.323,0.459,0.646,0.617,0,0.0,0.0939,-4.937,0.0349,142.357,185613,h
117,spotify:track:1e9oZCCiX42nJl0AcqriVo,0.122,0.557,0.548,0.816,0,0.0,0.335,-4.209,0.0465,95.39,174000,h
118,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,0.0846,0.389,0.717,0.455,5,0.0,0.11,-8.303,0.0276,127.81,200733,h
119,spotify:track:2Yer0p7uB2lVBUAtANuuQp,0.66,0.803,0.769,0.479,1,0.0,0.0914,-5.339,0.0385,96.051,164640,h
120,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,0.183,0.694,0.878,0.525,5,0.0,0.0714,-6.832,0.0578,112.022,158571,h
121,spotify:track:6oA7NzN7FgmXv7l7Y638HL,0.072,0.396,0.796,0.571,1,0.00776,0.0812,-7.099,0.0526,130.983,183292,h
122,spotify:track:6YQlCOZnlFmqeciAh58fDE,0.0254,0.283,0.503,0.808,11,0.00162,0.557,-5.051,0.045,107.975,197533,h
123,spotify:track:3CQqY9BxLZE6HmieR7fvNM,0.398,0.884,0.704,0.802,3,0.0,0.0831,-5.382,0.17,90.543,198280,h
124,spotify:track:138z3pmiVinj6I9lOrZHXG,0.117,0.584,0.827,0.524,0,2.61e-06,0.0814,-7.18,0.0445,105.964,196133,h
125,spotify:track:4dkMqDjuN7r9mOYpJtEUGt,0.114,0.542,0.646,0.832,4,0.0,0.371,-2.687,0.189,90.816,183295,h
126,spotify:track:15t7OIDgCF5C6mLACqZbm5,0.215,0.478,0.916,0.563,0,0.0,0.0919,-6.245,0.0755,107.029,185000,h
127,spotify:track:3838GU9hh6VrvDi1f8jaU9,0.164,0.847,0.796,0.694,8,0.0,0.0703,-3.979,0.234,98.005,172569,h
128,spotify:track:7c71baHwrGDOeIFl1gVO14,0.209,0.913,0.642,0.881,11,0.0,0.21,-3.537,0.0393,138.03,222045,h
129,spotify:track:4bOLbZhJfBIB1WFONyUjtP,0.0784,0.585,0.769,0.745,9,0.00115,0.0785,-4.934,0.0853,160.12,189000,h
130,spotify:track:022KUgS0Q5c3MTePafMLai,0.00155,0.247,0.476,0.776,7,0.0,0.464,-6.95,0.173,139.969,213123,h
131,spotify:track:01k24g94i1JvkFLQmVEdCd,0.0615,0.618,0.647,0.853,8,0.0,0.062,-4.516,0.0904,103.846,189000,h
132,spotify:track:3aA6xB0tOilDDX17fIJ0Bl,0.0969,0.373,0.688,0.716,7,0.0,0.0989,-5.702,0.0385,116.912,284480,h
133,spotify:track:43rA71bccXFGD4C8GOpIlN,0.298,0.541,0.664,0.316,5,2.03e-06,0.0812,-10.345,0.519,92.875,170640,h
134,spotify:track:1mMvahhW2Oz9waG8UTQnI4,0.0304,0.137,0.58,0.804,9,0.00359,0.105,-4.618,0.0279,126.005,215388,h
135,spotify:track:49dFIRQCQxPWgoH0m38XQ5,0.262,0.7,0.696,0.686,5,0.0,0.174,-6.113,0.0309,115.982,160289,h
136,spotify:track:3XLcy0qym8nuxnJ51cRcba,0.0937,0.827,0.767,0.635,0,0.0,0.233,-5.386,0.0579,108.029,185440,h
137,spotify:track:4XI5GjQ6zcJXsDnuyOGGEa,0.0384,0.746,0.71,0.615,0,0.0,0.283,-8.23,0.133,90.263,239698,h
138,spotify:track:5hlwCtGdtDBzXeMBJpD5IK,0.0448,0.749,0.548,0.806,1,0.0,0.126,-7.249,0.0628,189.996,178148,h
139,spotify:track:4w65UzEnM29XkzbRpXTut0,0.0487,0.487,0.739,0.586,9,0.000151,0.357,-6.337,0.0646,114.011,189474,h
140,spotify:track:3cYMUCsmJ7q426xP1ZR5Qw,0.193,0.42,0.695,0.863,5,0.0,0.36,-6.055,0.0717,114.939,178195,h
141,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,0.0828,0.771,0.732,0.856,11,0.0,0.323,-2.2,0.0929,145.034,177670,h
142,spotify:track:614OkajfRPH8V0ugNQnduP,0.0494,0.459,0.88,0.501,2,0.0695,0.436,-6.774,0.062,120.038,114500,h
143,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.0591,0.538,0.673,0.902,2,0.000262,0.0558,-2.392,0.0346,100.012,194240,h
144,spotify:track:02Ygu8lo3qSknRpcBnspso,0.156,0.794,0.793,0.714,7,0.0,0.136,-7.562,0.193,100.036,168947,h
145,spotify:track:0yeOBIkI3whpk4n223Lpuo,0.149,0.754,0.781,0.668,8,4.67e-06,0.152,-8.36,0.0645,103.024,184067,h
146,spotify:track:4bsqIuMHtvLCzpYAyV3044,0.0515,0.48,0.653,0.623,9,0.0,0.0869,-5.989,0.0938,175.884,185393,h
147,spotify:track:2aQJrZRH3lbllvKNdItNfa,0.0718,0.652,0.786,0.62,5,0.0,0.0625,-7.709,0.163,92.09,161680,h
148,spotify:track:2uYEwJC8CQ1tTCfzU6JZJ2,0.0175,0.52,0.637,0.758,5,9.68e-05,0.0753,-5.739,0.0415,108.013,213333,h
149,spotify:track:4C6EPWGYM3K3IIv4xzPL2X,0.00536,0.296,0.65,0.625,0,0.000492,0.119,-10.122,0.0359,118.966,196558,h
150,spotify:track:575NJxNUVDqwJGdzBrlLbv,0.0911,0.293,0.706,0.855,10,0.0,0.347,-5.377,0.215,107.184,201253,h
151,spotify:track:0ySwEFQoOhVaGBky9iCdFJ,0.156,0.545,0.576,0.719,11,0.0,0.305,-5.163,0.0397,94.921,205409,h
152,spotify:track:7Feaw9WAEREY0DUOSXJLOM,0.179,0.316,0.661,0.723,5,1.23e-05,0.14,-6.976,0.0566,113.778,163805,h
153,spotify:track:6zTKuNMEU3svBn65L6u88M,0.00417,0.757,0.768,0.589,8,2.67e-05,0.136,-8.991,0.0403,97.979,199380,h
154,spotify:track:6rC55vFj1dBuxN5zjuOIF1,0.0208,0.224,0.606,0.685,7,0.000928,0.107,-7.486,0.0343,116.994,193813,h
155,spotify:track:3gFgp6Ofp808Kc2qLQiN5e,0.0901,0.928,0.707,0.674,1,0.0,0.115,-5.578,0.177,95.02,190280,h
156,spotify:track:2xytFpmHqcz6UHp1sh0SoR,0.0264,0.368,0.722,0.59,2,0.0,0.0793,-7.512,0.0435,104.931,228120,h
157,spotify:track:6LS5QB8GW8raREqEEQPEMs,0.000927,0.622,0.589,0.783,1,1.12e-06,0.187,-6.069,0.0318,127.92,216000,h
158,spotify:track:3yPe9q1JY5Jlx7yrkGquWX,0.175,0.282,0.56,0.723,1,0.00315,0.149,-6.263,0.0459,159.915,258140,h
159,spotify:track:5ow0sNF1zSqp71Ix5jEXWU,0.27,0.187,0.659,0.617,11,0.0,0.187,-5.862,0.0649,119.858,164010,h
160,spotify:track:0sf12qNH5qcw8qpgymFOqD,0.00147,0.345,0.513,0.796,1,0.000209,0.0938,-4.075,0.0629,171.017,201573,h
161,spotify:track:5Ef2noaxqTAfa5gLVw05OJ,0.0352,0.611,0.745,0.719,11,0.0,0.0639,-4.291,0.19,99.962,191255,h
162,spotify:track:45ZGEdLxCZvdMX9jWlsAAx,0.0202,0.164,0.797,0.543,11,0.0,0.0726,-5.744,0.0439,115.036,222621,h
163,spotify:track:74d9QhneUCIUvO00ev5kyX,0.0559,0.634,0.85,0.551,0,0.0,0.161,-7.197,0.0572,104.967,206204,h
164,spotify:track:6pk6yfxGcMyeIVqW79iZo1,0.179,0.655,0.745,0.534,11,0.0399,0.202,-10.815,0.102,102.996,178835,h
165,spotify:track:18RdChpgvaAO7GXDjLks2B,0.198,0.453,0.747,0.537,10,1.26e-05,0.18,-5.76,0.0413,97.056,178299,h
166,spotify:track:1UNs8AlFM8c0uAkSyjIW3P,0.18,0.797,0.758,0.583,1,5.12e-05,0.107,-6.361,0.0421,97.537,177438,h
167,spotify:track:77qZF7CW7zYbCUKiFQxNFo,0.323,0.735,0.891,0.484,0,0.0,0.109,-10.029,0.0822,130.079,157618,h
168,spotify:track:3gicyfiEVMGONgzygpWjNT,0.331,0.503,0.598,0.904,4,0.0,0.264,-2.293,0.0507,138.091,198075,h
169,spotify:track:0eL459KLWfWjAJswx9MysK,0.00259,0.501,0.572,0.775,0,1.01e-05,0.139,-4.828,0.0587,133.914,211653,h
170,spotify:track:4WEojtwHd0MUF3sPz5ITAj,0.0133,0.272,0.708,0.758,7,1.04e-05,0.418,-4.453,0.0367,101.017,205200,h
171,spotify:track:5Gj1wG8b12VQdEd3hUuSwo,0.127,0.39,0.715,0.635,7,0.0,0.0862,-6.591,0.0791,112.887,198635,h
172,spotify:track:3wYOGJYD31sLRmBgCvWxa4,0.0714,0.472,0.646,0.761,1,0.0,0.222,-2.557,0.0385,129.916,167308,h
173,spotify:track:67CZNsG3SQ1S8O2BsjTo4R,0.0436,0.378,0.619,0.557,10,0.0,0.112,-7.461,0.0433,74.007,210227,h
174,spotify:track:0iBOGfVW1T08dRqtqnMYK0,0.442,0.511,0.51,0.71,1,0.00025,0.0783,-7.516,0.0874,119.951,206930,h
175,spotify:track:7xPIlYAQvOubFllPkn8XSL,0.155,0.642,0.756,0.54,6,0.0,0.0551,-5.456,0.125,108.274,184800,h
176,spotify:track:1UotQ5kMAEiCJVisAVkxOh,0.18,0.925,0.705,0.824,2,0.0,0.0901,-4.825,0.0347,146.999,192046,h
177,spotify:track:0VrgIjDkmDwlgZk54Try2u,0.0636,0.334,0.659,0.801,7,0.0,0.341,-4.234,0.0435,105.991,195452,h
178,spotify:track:11xOwUHV7P1q7UpEQuMIrx,0.0625,0.723,0.657,0.614,0,0.0,0.397,-7.829,0.055,113.009,176283,h
179,spotify:track:7Lw5FXm8nhQPvezIpA6jK5,0.00935,0.734,0.713,0.729,7,0.000106,0.0804,-6.027,0.0308,121.975,217493,h
180,spotify:track:6KgZeNR9fab84NbLXa81cY,0.6,0.673,0.745,0.555,5,2.08e-05,0.262,-6.806,0.052,118.97,170357,h
181,spotify:track:1pfgsjmxVZhoZpeDx6POKv,0.00463,0.508,0.658,0.804,0,0.0,0.178,-5.735,0.0377,120.047,205793,h
