,uri,acousticness,valence,danceability,energy,key,instrumentalness,liveness,loudness,speechiness,tempo,duration,h/s
35578,spotify:track:3fqfsmFEHlYTvG2SWJYLX4,0.00988,0.633,0.74,0.586,1,0.0,0.291,-6.979,0.303,164.048,128781,s
35579,spotify:track:5PWsUVByfVq9TEUziduRfI,0.0125,0.359,0.409,0.643,6,0.0,0.283,-8.083,0.337,152.606,173684,s
35580,spotify:track:5v9426uzJipyt2srHs07cu,0.0298,0.476,0.684,0.606,1,0.0,0.387,-7.018,0.0909,147.008,187996,s
35581,spotify:track:70L8gP0JGToilHJxJPGgJD,0.132,0.82,0.62,0.848,0,0.0,0.118,-8.206,0.0528,91.46,158250,s
35582,spotify:track:63FLj10SuqJhlOYaIOHCYW,0.197,0.641,0.951,0.662,5,0.000126,0.0781,-8.741,0.113,135.995,185105,s
35583,spotify:track:2CmbZP4WM419v36X0svMnk,0.108,0.118,0.476,0.497,1,0.0,0.129,-13.88,0.45,108.379,131014,s
35584,spotify:track:390AWnOn2rfe9FzQjYmxIH,0.744,0.29,0.667,0.548,9,0.0122,0.0946,-7.802,0.0262,112.549,286880,s
35585,spotify:track:1euDTbMNRPNfKd8zZz4zTT,0.152,0.338,0.502,0.855,4,0.000493,0.106,-3.27,0.0305,86.967,328627,s
35586,spotify:track:4ZCxG8ZNlJoeAvAD6kdPuB,0.0568,0.0379,0.555,0.482,6,0.591,0.0642,-9.922,0.0552,125.172,247685,s
35587,spotify:track:5drK2kTE2mrUdV33iHWyrx,0.00109,0.155,0.465,0.844,1,0.399,0.0865,-4.352,0.0379,170.358,223733,s
35588,spotify:track:7eCutpKdHjTduOGxDIXufO,0.149,0.0529,0.123,0.582,5,0.0634,0.393,-4.936,0.0403,167.05,246213,s
35589,spotify:track:3zYufmyv6HOuiHn1eMR6Ja,0.011,0.147,0.586,0.659,0,0.0,0.106,-7.92,0.0304,111.989,285960,s
35590,spotify:track:6rFayWHp3FHxUVyNzrLirb,0.33,0.484,0.72,0.521,7,0.0,0.128,-7.371,0.0373,89.99,238120,s
35591,spotify:track:5BOBHIBuzvQuIYL1E1nDzl,0.11,0.0397,0.709,0.49,4,0.00345,0.12,-7.457,0.0757,155.069,211610,s
35592,spotify:track:78iVPIyFgGjQ0g0TmDWYtQ,0.514,0.143,0.569,0.521,10,0.00469,0.0962,-10.183,0.0839,115.055,304826,s
35593,spotify:track:1UzFbCTFTZsHKnkdPgHZ4g,0.0142,0.732,0.599,0.754,0,0.303,0.0703,-6.498,0.0295,176.603,248307,s
35594,spotify:track:5jQPDVjgSGnNYl8G3H3qul,0.361,0.829,0.743,0.674,2,8.93e-05,0.0696,-7.683,0.0323,112.906,243777,s
35595,spotify:track:4KRTc3Gp9LLfMktZ7Xe7U1,0.298,0.361,0.735,0.375,11,4.43e-05,0.109,-9.772,0.036,118.058,274293,s
35596,spotify:track:0V4uOQHH8aVMwyuxYZpIFV,0.134,0.875,0.776,0.498,0,0.631,0.119,-8.202,0.0295,86.332,276875,s
35597,spotify:track:2kNUJ1NNlHUHPW4L852FwB,0.467,0.435,0.597,0.482,1,4.92e-05,0.153,-5.888,0.0339,81.056,231760,s
35598,spotify:track:3Ty7OTBNSigGEpeW2PqcsC,0.177,0.207,0.51,0.434,1,0.516,0.0603,-10.004,0.0361,119.695,308627,s
35599,spotify:track:4JLcAU2xY90qTkTSNM1lUa,0.982,0.366,0.433,0.174,5,0.101,0.111,-18.791,0.0537,95.802,162447,s
35600,spotify:track:5XeFesFbtLpXzIVDNQP22n,0.136,0.479,0.464,0.417,0,0.022,0.0974,-9.345,0.0256,67.528,183956,s
35601,spotify:track:450i5pA9x18RiXiK4WCvpS,0.241,0.222,0.698,0.867,5,0.45,0.109,-5.206,0.269,148.863,192980,s
35602,spotify:track:6h8NuIBrwMcXkoLZNPqCzt,0.31,0.233,0.735,0.536,4,0.418,0.106,-6.918,0.0429,100.016,225227,s
35603,spotify:track:4fK6bgzyKt4EIv3R1wrUtl,0.371,0.565,0.677,0.741,10,2.37e-06,0.103,-2.829,0.0743,97.011,295667,s
35604,spotify:track:0ptEJW3jzkoKkhPPFV0JUM,0.269,0.762,0.724,0.697,2,0.505,0.548,-9.847,0.0589,95.475,337507,s
35605,spotify:track:7vRriwrloYVaoAe3a9wJHe,0.687,0.18,0.492,0.275,6,0.0,0.101,-13.4,0.3,92.6,251034,s
35606,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,0.965,0.348,0.71,0.0565,7,0.0,0.0889,-15.099,0.0534,123.994,275280,s
35607,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.818,0.246,0.546,0.311,1,1.65e-05,0.107,-10.396,0.0288,147.464,260533,s
35608,spotify:track:4RL77hMWUq35NYnPLXBpih,0.952,0.169,0.379,0.29,4,0.00106,0.118,-8.485,0.051,166.467,201080,s
35609,spotify:track:48wSJ6NhMFYYB6LjdnPNjM,0.953,0.332,0.572,0.231,0,3.88e-06,0.111,-6.316,0.0334,96.729,230711,s
35610,spotify:track:5JDcQAztvZTIkrWoZihgvC,0.785,0.564,0.447,0.393,5,0.0,0.28,-8.65,0.038,73.139,220239,s
35611,spotify:track:4L2K7JKseFCBoHMZEAszW0,0.873,0.0935,0.435,0.155,1,0.0,0.107,-8.948,0.046,128.532,287693,s
35612,spotify:track:1almCHdsfikRPfVB9VrEdT,0.746,0.37,0.5,0.292,0,0.0,0.188,-8.554,0.0323,145.879,185200,s
35613,spotify:track:6MxhAD7FwoBQabntab2qG9,0.611,0.315,0.63,0.5,1,4.04e-05,0.114,-8.755,0.0611,144.871,245172,s
35614,spotify:track:2PwXOevGUSkU8qaYZjgLq2,0.172,0.162,0.209,0.412,0,0.15,0.0843,-9.733,0.0443,86.26,305747,s
35615,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.857,0.0765,0.407,0.147,2,2.89e-06,0.0913,-8.822,0.0355,141.284,229400,s
35616,spotify:track:0jllH0usRFD4LJkJnGK9Lf,0.694,0.0808,0.657,0.355,7,0.000427,0.123,-12.044,0.0714,74.99,189000,s
35617,spotify:track:4jnO4ztskhv3YkqgFnewtD,0.819,0.061,0.654,0.235,2,0.0,0.0891,-11.292,0.159,88.903,240000,s
35618,spotify:track:7opgIdR4HXLOXwbz5dcqJA,0.654,0.0972,0.756,0.44,0,2.17e-05,0.105,-9.374,0.0491,120.006,213000,s
35619,spotify:track:6hrgeEo1WQOHVeF8QMv68S,0.034,0.202,0.544,0.63,0,0.573,0.0961,-7.523,0.0335,120.064,274933,s
35620,spotify:track:5sF7hdYvhrcgNq8NZjfK8L,0.964,0.219,0.405,0.111,0,4.37e-05,0.0872,-11.879,0.0369,116.86,189475,s
35621,spotify:track:5LcLSpYIn25sDjDRjVo2AE,0.947,0.247,0.41,0.0485,0,0.0,0.108,-13.918,0.038,137.97,173175,s
35622,spotify:track:5hwh37sTi84MVhCBMWzhGE,0.928,0.488,0.477,0.242,8,0.0,0.0818,-9.162,0.0529,43.509,207973,s
35623,spotify:track:7lGKEWMXVWWTt3X71Bv44I,0.178,0.199,0.389,0.665,0,0.000732,0.116,-6.169,0.0644,117.055,193547,s
35624,spotify:track:3jHCXrZNz8fQEEf4BpWCAj,0.9,0.316,0.481,0.285,0,0.0,0.123,-10.848,0.0424,130.029,210160,s
35625,spotify:track:5wzuewBsK1GdViQK4uBraa,0.889,0.135,0.33,0.21,4,1.1e-05,0.0784,-10.808,0.0307,128.154,259107,s
35626,spotify:track:1T7AiFL9ruKKwlONN35Vh0,0.473,0.564,0.451,0.507,11,0.0,0.108,-6.24,0.0316,165.76,187027,s
35627,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,0.694,0.11,0.526,0.328,1,0.0,0.112,-9.864,0.0461,116.068,526387,s
35628,spotify:track:7IWkJwX9C0J7tHurTD7ViL,0.348,0.273,0.381,0.594,3,0.0,0.0925,-5.97,0.0486,143.86,290907,s
35629,spotify:track:6ZeQp2XTOiPCePWRfCHSo5,0.76,0.28,0.422,0.321,5,2.33e-06,0.429,-8.952,0.0294,78.533,196347,s
35630,spotify:track:53QF56cjZA9RTuuMZDrSA6,0.694,0.142,0.585,0.303,4,0.0,0.115,-10.058,0.0398,136.703,240166,s
35631,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.269,0.361,0.64,0.743,10,0.0,0.101,-4.08,0.0379,122.035,262533,s
35632,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.164,0.124,0.209,0.417,3,0.00196,0.113,-8.74,0.0338,138.178,295533,s
35633,spotify:track:6lanRgr6wXibZr8KgzXxBl,0.309,0.161,0.421,0.407,10,0.000961,0.11,-7.445,0.0267,139.028,285120,s
35634,spotify:track:7ywzEdEuVG1lsjsRCGJfLy,0.142,0.194,0.459,0.545,6,0.0,0.105,-4.874,0.0282,137.941,248587,s
35635,spotify:track:1MK9VSvdx48aGDAfL0y2Qq,0.987,0.511,0.529,0.155,0,6.02e-05,0.18,-14.378,0.0428,72.024,199800,s
35636,spotify:track:0PxPpLqp2HaKDlfeM1sWjO,0.0822,0.194,0.352,0.567,1,0.0,0.0722,-5.514,0.0304,169.629,226511,s
35637,spotify:track:3Th56VIq2sEaEmPPETu7p5,0.00886,0.287,0.54,0.557,11,0.000182,0.307,-6.097,0.0259,75.035,237147,s
35638,spotify:track:3Mi8mCnvcBPdiPgmHYWEow,0.416,0.333,0.476,0.496,10,0.0,0.0945,-6.948,0.0368,111.355,183467,s
35639,spotify:track:0dIOvducp7ujHTqj66cQ3X,0.0343,0.101,0.594,0.497,2,0.0,0.162,-5.26,0.0303,101.668,237248,s
35640,spotify:track:1dEy9Pl81QopSxNsPxXQxv,0.945,0.125,0.621,0.31,9,6.12e-05,0.117,-10.164,0.0283,111.893,240707,s
35641,spotify:track:5lvnGiTAH9BVlJLHc0DXZz,0.692,0.16,0.439,0.322,9,0.0,0.103,-5.959,0.028,77.963,232587,s
35642,spotify:track:4IoYz8XqqdowINzfRrFnhi,0.0187,0.4,0.338,0.803,8,0.0,0.136,-5.412,0.0413,151.994,241853,s
35643,spotify:track:1x80xTzSL7pok3M5JC3oJz,0.132,0.253,0.439,0.489,8,0.000643,0.114,-6.286,0.0368,143.808,250707,s
35644,spotify:track:11bD1JtSjlIgKgZG2134DZ,0.209,0.136,0.563,0.592,9,5.08e-05,0.132,-4.571,0.0276,104.016,267933,s
35645,spotify:track:0YywjDvFudcaHG74NuWISy,0.778,0.153,0.407,0.308,10,1.46e-05,0.092,-9.001,0.0296,73.254,256236,s
35646,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.727,0.212,0.56,0.442,5,1.71e-05,0.11,-7.224,0.0243,146.448,309600,s
35647,spotify:track:0Tel1fmuCxEFV6wBLXsEdk,0.64,0.182,0.589,0.227,2,0.00469,0.0248,-16.67,0.0498,74.993,280853,s
35648,spotify:track:1xVF9wZZ87uAz0bw6jT4sH,0.952,0.12,0.455,0.179,1,0.00056,0.106,-12.938,0.0389,73.698,195240,s
35649,spotify:track:58zNxctExLN2X6xDH0crtC,0.517,0.276,0.377,0.466,10,5.63e-05,0.0781,-6.927,0.0352,199.847,215800,s
35650,spotify:track:7kSLdGdXLey7pzLsWpdg1h,0.788,0.556,0.707,0.222,7,0.0,0.205,-11.716,0.0329,110.095,219640,s
35651,spotify:track:4yWCzA44dQyp0SoeM81bUb,0.907,0.463,0.558,0.296,10,0.0,0.108,-9.18,0.0427,76.04,234787,s
35652,spotify:track:0HZhYMZOcUzZKSFwPOti6m,0.726,0.0886,0.349,0.348,3,0.0,0.12,-6.142,0.0316,74.541,246587,s
35653,spotify:track:4B3RmT3cGvh8By3WY9pbIx,0.148,0.188,0.573,0.581,7,0.0,0.128,-3.325,0.0276,103.82,221293,s
35654,spotify:track:3f3omU8n47Mqyab5nCaGyT,0.254,0.136,0.583,0.584,5,0.0,0.123,-5.362,0.0314,140.039,219493,s
35655,spotify:track:6buXDkw3Gv4fQC1OZKUhnR,0.807,0.538,0.603,0.376,1,0.0,0.108,-9.77,0.0288,139.995,224573,s
35656,spotify:track:41WTP0gosjYD74B06uS2tL,0.905,0.289,0.531,0.347,0,0.0,0.0935,-7.044,0.0345,114.441,224743,s
35657,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.607,0.201,0.614,0.379,4,0.000464,0.0986,-10.48,0.0476,107.989,258987,s
35658,spotify:track:4kflIGfjdZJW4ot2ioixTB,0.892,0.285,0.559,0.33,9,0.0,0.0975,-8.251,0.0285,135.109,285040,s
35659,spotify:track:0V8FYVlBFuXXTIvRnMbZyS,0.0834,0.329,0.327,0.588,4,0.0,0.104,-6.611,0.0336,161.074,236067,s
35660,spotify:track:5d967hRg6jQtfyRQTt9iKl,0.0663,0.161,0.666,0.615,10,0.0,0.111,-4.995,0.0314,113.978,214533,s
35661,spotify:track:0M3HkE321xpCbCYqVKzr1q,0.337,0.476,0.576,0.835,2,0.0,0.082,-6.826,0.0486,150.017,257720,s
35662,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,0.568,0.186,0.479,0.419,0,0.000217,0.11,-6.517,0.0389,85.014,172724,s
35663,spotify:track:5CRVwXGikmqzoRO6q7FeAg,0.781,0.307,0.565,0.245,5,0.0,0.0998,-9.132,0.0262,75.055,230320,s
35664,spotify:track:65lIGCfW59BxcEJnnIOCq3,0.0233,0.215,0.534,0.667,9,7.3e-06,0.261,-3.91,0.0336,136.043,230773,s
35665,spotify:track:7nCBOm2WiTUPAx3TeG2rZA,0.868,0.196,0.415,0.399,9,0.0,0.114,-6.165,0.0423,146.485,231173,s
35666,spotify:track:6gDXbcILAyBa2skSdbUYq7,0.775,0.143,0.327,0.295,4,0.0,0.107,-6.907,0.0313,148.574,243373,s
35667,spotify:track:6GmUVqe73u5YRfUUynZK6I,0.365,0.244,0.479,0.545,7,0.0,0.0963,-7.346,0.0688,74.897,252733,s
35668,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,0.669,0.407,0.642,0.289,9,0.0,0.18,-9.918,0.0367,84.996,258373,s
35669,spotify:track:26NX1wPt1TRCH536yocd6i,0.107,0.427,0.632,0.518,6,0.0,0.354,-6.126,0.0313,90.007,249147,s
35670,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.922,0.331,0.422,0.264,8,0.0,0.132,-7.064,0.0322,119.93,269560,s
35671,spotify:track:30BsewEJZPxfuLNAlZPFje,0.822,0.343,0.63,0.44,2,3.87e-06,0.0926,-7.186,0.0249,98.082,283707,s
35672,spotify:track:21TcDbGosp7w9YhTjOszgA,0.0743,0.333,0.64,0.455,0,0.0,0.0694,-5.942,0.0247,89.948,217773,s
35673,spotify:track:0nJW01T7XtvILxQgC5J7Wh,0.932,0.387,0.612,0.28,0,0.0,0.088,-8.648,0.0434,72.795,213827,s
35674,spotify:track:72C7aUQECOhNtnD0AC36ua,0.135,0.336,0.512,0.754,0,0.0,0.0881,-6.031,0.0549,147.89,201693,s
35675,spotify:track:5yVIlYEHZxQVLyInCdldoS,0.141,0.303,0.376,0.696,0,0.0,0.11,-4.785,0.0949,169.515,209440,s
35676,spotify:track:3hryyr42qJLxN1xeFS6GRR,0.632,0.241,0.569,0.366,1,2.6e-06,0.0988,-8.58,0.0623,74.725,162732,s
35677,spotify:track:6gxycjJNMgmAyfzUXBN80P,0.953,0.273,0.432,0.261,4,0.00342,0.0903,-12.591,0.0512,89.567,258653,s
35678,spotify:track:0fMhhdMdbC94rHHK63jwWu,0.579,0.455,0.491,0.452,0,0.0,0.0907,-7.86,0.0491,160.227,193040,s
35679,spotify:track:31acMiV67UgKn1ScFChFxo,0.503,0.159,0.336,0.424,5,0.0,0.273,-7.203,0.0353,82.149,277627,s
35680,spotify:track:4eumFsTnduH3zRfaASoAPs,0.88,0.423,0.54,0.265,11,0.0,0.131,-5.307,0.0297,61.975,168520,s
35681,spotify:track:1wVcLKdJ4AFKPhKucNvEpy,0.228,0.228,0.558,0.522,2,0.0,0.104,-5.857,0.036,83.977,271813,s
35682,spotify:track:7rPLZ8Krm6CZIbraFUlnWZ,0.91,0.0997,0.325,0.18,10,0.000633,0.113,-10.647,0.0311,72.416,212040,s
35683,spotify:track:0uIGzK6ukV0A5yWoCxPkRL,0.218,0.318,0.467,0.586,7,0.0,0.12,-3.942,0.0357,169.93,251613,s
35684,spotify:track:56twMOlq9DJc3EgpVUVIrW,0.539,0.356,0.419,0.453,8,0.0,0.0971,-7.685,0.0437,140.327,191308,s
35685,spotify:track:5O6yk6U8L3rTbFsIwuqe8H,0.952,0.21,0.305,0.452,0,1.68e-05,0.129,-6.077,0.0293,79.83,250133,s
35686,spotify:track:47ZWr1Nb0PUgmKgyg5JkgO,0.988,0.0969,0.31,0.218,9,0.952,0.085,-21.398,0.0507,145.074,185527,s
35687,spotify:track:1jRHh8JcdUV9zTiAmyzhU9,0.0442,0.392,0.551,0.449,8,0.00681,0.0831,-11.297,0.0637,133.558,261544,s
35688,spotify:track:6GatnDEhYQLOdRzdVbJaky,0.00372,0.0709,0.675,0.5,1,0.00268,0.114,-6.6,0.0516,90.029,300729,s
35689,spotify:track:3ZdJffjzJWFimSQyxgGIxN,0.0421,0.103,0.531,0.752,1,0.0,0.12,-6.161,0.0305,89.917,237800,s
35690,spotify:track:11pfbduq7fbQxmXH03OKo7,0.936,0.281,0.442,0.146,2,0.0,0.129,-12.459,0.0408,70.359,172453,s
35691,spotify:track:490r1lg2turCiWsPAAxVBP,0.251,0.124,0.715,0.67,11,0.0,0.109,-5.779,0.194,86.01,269947,s
35692,spotify:track:5dB00dkUFlruwbxVmdOPSE,0.839,0.197,0.686,0.172,1,1.81e-05,0.0793,-8.722,0.0329,112.655,260004,s
35693,spotify:track:5WLtenwEwifJHYTUw514RH,0.489,0.49,0.679,0.495,5,5.65e-06,0.0845,-5.842,0.036,81.996,239317,s
35694,spotify:track:3mmjD9G2HUUzDbFl3NRDLM,0.248,0.572,0.697,0.467,9,0.0,0.0941,-7.536,0.0715,82.081,229413,s
35695,spotify:track:13P8deLk5rCTPLLR38AJI6,0.21,0.23,0.547,0.607,8,0.0,0.169,-5.737,0.0319,139.951,232733,s
35696,spotify:track:6fOPuabPdAJ0HgqJFcDGb1,0.363,0.502,0.593,0.74,8,2.22e-05,0.102,-6.12,0.0339,118.008,208107,s
35697,spotify:track:1fyysXwSGNtMeqMBLwW3SI,0.144,0.491,0.63,0.696,10,0.0,0.0835,-4.501,0.0242,94.034,261427,s
35698,spotify:track:7E7sAg5qPv0cObXCWRsYMJ,0.921,0.325,0.468,0.205,4,0.0,0.107,-11.014,0.0412,125.343,219536,s
35699,spotify:track:2QRIcuedP1GlMiCgqToDgF,0.8,0.225,0.581,0.395,11,0.0,0.107,-11.095,0.0423,95.919,332383,s
35700,spotify:track:5203pcq3cNteJuOVhIEnt6,0.254,0.61,0.572,0.572,6,0.0,0.191,-8.324,0.3,94.897,207187,s
35701,spotify:track:5lD0amV3bUehz3Xt80tCQK,0.385,0.539,0.599,0.624,8,0.0,0.125,-3.631,0.0343,90.034,226533,s
35702,spotify:track:5UzTtUZper0CphnqZYvsIu,0.245,0.159,0.319,0.426,11,8.23e-06,0.108,-8.929,0.0382,114.553,236053,s
35703,spotify:track:1nRu00JSzs5aoUtcwnhuSp,0.327,0.251,0.601,0.585,0,0.0,0.106,-7.839,0.0281,135.168,224587,s
35704,spotify:track:2OuNgtXKeCSORKqdl0MxKk,0.291,0.329,0.614,0.47,5,0.0,0.111,-6.09,0.0255,80.045,210507,s
35705,spotify:track:5AjH2lN0Rgdfxddkp1YdMA,0.446,0.824,0.601,0.541,0,0.0,0.245,-10.329,0.281,179.746,195427,s
35706,spotify:track:37ZKB38iNyKJ0xYEz9SJgk,0.012,0.344,0.425,0.743,11,0.0,0.709,-5.54,0.148,84.748,189125,s
35707,spotify:track:27ycaQnQAxaPiyeg3nr2aB,0.00115,0.259,0.705,0.814,4,0.00312,0.203,-5.466,0.0346,110.0,223279,s
35708,spotify:track:43rA71bccXFGD4C8GOpIlN,0.298,0.541,0.664,0.316,5,2.03e-06,0.0812,-10.345,0.519,92.875,170640,s
35709,spotify:track:73681b7Hc0THHGZrSzl75y,0.0358,0.77,0.822,0.834,6,0.0,0.0461,-2.879,0.0663,115.006,212013,s
35710,spotify:track:2gTdDMpNxIRFSiu7HutMCg,0.0257,0.277,0.628,0.744,7,0.0,0.313,-4.718,0.0379,119.921,169397,s
35711,spotify:track:3tQe6EipndJbSE8R23JAP0,0.572,0.56,0.645,0.583,0,0.0,0.144,-6.975,0.0575,121.976,153443,s
35712,spotify:track:6cx06DFPPHchuUAcTxznu9,0.168,0.905,0.734,0.874,8,1.14e-05,0.0489,-3.158,0.0662,122.953,166028,s
35713,spotify:track:0l4AReW2LuX0yStPfgQgSR,0.0145,0.589,0.579,0.839,8,3.04e-05,0.201,-5.409,0.0703,158.141,177173,s
35714,spotify:track:1yTTMcUhL7rtz08Dsgb7Qb,0.286,0.355,0.561,0.597,11,0.0,0.0979,-6.0,0.0405,76.826,197299,s
35715,spotify:track:5dvGLnXYsBUQLAmJHBYgrN,0.00441,0.449,0.641,0.529,6,0.000862,0.0809,-11.536,0.0288,121.027,211452,s
35716,spotify:track:17Efhyf4A96n0EFXKeB7Ya,0.342,0.273,0.582,0.681,5,0.0,0.186,-6.138,0.0458,95.995,230000,s
35717,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,0.316,0.581,0.755,0.578,0,0.0,0.25,-8.932,0.145,94.148,176960,s
35718,spotify:track:7Juu32WsD2Spqg8xdPuHlK,0.127,0.697,0.756,0.649,0,4.48e-05,0.0687,-3.379,0.0543,142.023,286120,s
35719,spotify:track:7bIq1v8svANsAys7I694Up,0.0313,0.705,0.71,0.891,0,0.0,0.365,-3.116,0.0749,125.024,192573,s
35720,spotify:track:3vAn0qZzdyuHamcrpkfiX3,0.0694,0.351,0.828,0.782,11,3.41e-05,0.0544,-4.014,0.0918,130.013,181264,s
35721,spotify:track:1JdKrFyoU05abww0Zv0ayQ,9.43e-05,0.632,0.528,0.831,8,0.0,0.141,-3.607,0.0429,131.094,220480,s
35722,spotify:track:4LGhw3y6MrZZRMNn68uVEW,0.0729,0.417,0.645,0.621,7,0.00268,0.269,-7.501,0.178,120.933,178648,s
35723,spotify:track:2LGfcxG9LcDOxnltIPE1Zq,0.0129,0.226,0.664,0.907,4,0.176,0.26,-3.213,0.0328,144.956,193893,s
35724,spotify:track:5m7tsqK2Cu8L3vI3hxedxm,0.023,0.508,0.679,0.657,4,1.73e-05,0.205,-8.205,0.0361,122.035,207267,s
35725,spotify:track:1pRShUtGOG6ZP5fsnw9G4h,0.0259,0.607,0.684,0.819,6,0.0775,0.0985,-5.072,0.0413,122.008,199160,s
35726,spotify:track:4v7DgEMw6EvYyuQ4eWFD9l,0.189,0.395,0.735,0.584,1,0.0,0.125,-5.047,0.14,93.016,219187,s
35727,spotify:track:1wPRqq1czM3ny6189e56mq,0.0104,0.362,0.602,0.901,8,0.00677,0.0799,-3.842,0.0854,94.57,191007,s
35728,spotify:track:0lHAMNU8RGiIObScrsRgmP,0.0678,0.301,0.604,0.788,0,0.153,0.127,-3.673,0.103,126.06,245040,s
35729,spotify:track:009ImBOrIUlWgla8U05RAC,0.00273,0.353,0.432,0.725,7,0.0,0.208,-4.862,0.0431,128.902,228879,s
35730,spotify:track:25sgk305KZfyuqVBQIahim,0.0691,0.628,0.719,0.704,1,0.0,0.166,-4.724,0.0476,133.002,187436,s
35731,spotify:track:5uHYcK0nbEYgRaFTY5BqnP,0.0127,0.787,0.549,0.932,8,0.0,0.347,-4.11,0.343,82.439,196133,s
35732,spotify:track:7yws3pF3FFguwT2Psi6c15,0.0242,0.803,0.855,0.668,11,0.0,0.102,-4.892,0.0644,125.846,210307,s
35733,spotify:track:6BaxqcoEM9r3LXisTyJjST,0.128,0.578,0.442,0.83,9,0.0,0.129,-4.02,0.146,89.338,215747,s
35734,spotify:track:1gv4xPanImH17bKZ9rOveR,0.0048,0.625,0.7,0.709,7,0.0,0.0289,-5.006,0.0839,122.019,202960,s
35735,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,0.0559,0.619,0.514,0.911,1,0.0,0.775,-2.027,0.41,161.109,254027,s
35736,spotify:track:7nXq1vaZiz7PdbfojpPjW5,0.235,0.45,0.435,0.92,4,0.000353,0.552,-1.357,0.201,188.899,245960,s
35737,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,0.221,0.756,0.7,0.722,7,0.0,0.272,-3.558,0.0369,90.989,140526,s
35738,spotify:track:24aN8j7dBw0FxxKUBlCtd6,0.178,0.465,0.654,0.795,0,0.0,0.19,-4.419,0.0536,120.019,185750,s
35739,spotify:track:4sULmO0taLzXZFs6zyf6Yn,0.0459,0.451,0.771,0.826,3,0.0,0.264,-4.617,0.159,145.985,239962,s
35740,spotify:track:5Z0GoyTBwwYYs88bE71tJo,0.00464,0.614,0.563,0.878,5,0.0,0.392,-4.302,0.0395,129.017,175777,s
35741,spotify:track:7wXY5elBQC8uATyiJWbJ5B,0.00872,0.8,0.725,0.882,7,5.25e-05,0.417,-3.113,0.042,117.919,189307,s
35742,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,0.0227,0.486,0.652,0.877,1,0.0,0.0789,-2.986,0.0465,118.491,200107,s
35743,spotify:track:0OlnLZY4cmQzT6ZGttvWBM,0.435,0.13,0.526,0.52,6,0.0,0.197,-7.985,0.0569,149.119,183637,s
35744,spotify:track:5p6eKTYwFYitUS617IMtyd,0.266,0.575,0.679,0.553,8,0.0,0.0841,-6.074,0.0493,99.983,188027,s
35745,spotify:track:1HfxPaJggVwFsvOtHbVzMz,0.0273,0.94,0.589,0.893,0,0.0,0.343,-2.948,0.0397,92.011,212507,s
35746,spotify:track:6MhGq8IlmVQXpl6YYKZqYN,0.147,0.946,0.729,0.819,9,0.0,0.761,-4.162,0.029,115.982,209453,s
35747,spotify:track:7xAdO0zdl7lGf0ecg4IGhQ,0.00463,0.362,0.539,0.869,6,0.0,0.324,-5.341,0.0471,143.987,211573,s
35748,spotify:track:0ZAR9xoLxB6IGj9d05BW5T,0.00762,0.733,0.77,0.492,0,0.0,0.0971,-14.516,0.0432,126.013,245714,s
35749,spotify:track:7mkm8ry8rZEzJ9C5wQZZrY,0.0311,0.432,0.57,0.827,3,0.0,0.103,-1.933,0.0456,102.962,191200,s
35750,spotify:track:59RSrxkSKSixEWBAIvE5Wa,0.135,0.751,0.747,0.716,11,0.0,0.251,-2.457,0.0751,125.006,210627,s
35751,spotify:track:4WjTbrxOPvSwQlajlE4aXH,0.548,0.299,0.691,0.662,2,2.43e-06,0.119,-5.941,0.0738,94.028,161760,s
35752,spotify:track:0jPU39bL0SrCmYc1RwbFkX,0.0627,0.148,0.47,0.85,1,0.0,0.118,-2.825,0.0363,149.876,197840,s
35753,spotify:track:4fCFuTPTLIh59R71vNKOkQ,0.266,0.807,0.706,0.69,4,0.0,0.218,-6.722,0.046,115.035,187200,s
35754,spotify:track:5Q17mAldONliLKiSKpikRv,0.197,0.285,0.456,0.777,3,0.0,0.112,-5.97,0.055,102.968,195496,s
35755,spotify:track:39LLxExYz6ewLAcYrzQQyP,0.0561,0.914,0.695,0.884,6,0.0,0.213,-2.278,0.0753,103.014,203808,s
35756,spotify:track:0y60itmpH0aPKsFiGxmtnh,0.0371,0.672,0.764,0.705,3,1.94e-05,0.0943,-5.279,0.0278,101.003,196520,s
35757,spotify:track:50Td3qilgs8BLtv8mHyT1t,0.643,0.0678,0.599,0.465,4,1.57e-06,0.149,-4.95,0.0314,113.82,230880,s
35758,spotify:track:5PYQUBXc7NYeI1obMKSJK0,0.194,0.385,0.77,0.882,8,0.0,0.316,-4.792,0.0602,99.991,223523,s
